VMMS EWO KPI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Site;EWO WO Object Id;EWO WO Object Description;EWO WO Machine Class PM;EWO WO Machine Class AM;EWO WO AM Step;EWO WO OP System;EWO WO PM Step;EWO WO RP Capacity;EWO WO RP Competence;EWO WO RP Cond Wear;EWO WO RP Method;EWO WO RP Quality;EWO WO RP Spare Part;EWO WO RP EEM Sum;EWO WO Repl Policy;EWO WO RP Phase;EWO WO RP Status;EWO WO Object Manufacturer No;EWO WO Object Manufacturer Name;EWO WO Object Cost Center;EWO WO Object Belongs to Obejct Id;040-PRODAREA;050-PRODLINE;070-STATION;EWO WO No;EWO WO Directive;EWO WO Maint Org;EWO WO Break Down Date;EWO WO OP Arrives;EWO WO Reg Date;EWO WO Reg Date YYYYMM;EWO WO Reported By;EWO WO Actual Start Date;EWO WO Actual Finish Date (Error proofing finished);EWO WO Production Restart;EWO WO Executed by;EWO WO Work Done;EWO WO Work Details;EWO WO Status;EWO WO Executed by Maint Org;EWO WO SAF ENV PD QC IT;EWO WO External Number;EWO WO Comments;Root Cause;Root Cause Description;Root Cause Group;CD Root Cause Group;Root Cause Found;Root Cause WO No;Root Cause WO Object Id;Root Cause WO Object Name;Root Cause WO Object Manufacturer No;Root Cause WO Object Manufacturer Name;Root Cause WO 090-UNIT Object Id;Root Cause WO 090-UNIT Object Name;Root Cause WO Maint Org;Root Cause WO Executed by;Root Cause WO Executed by Maint Org;Root Cause WO Directive;Root Cause WO Reg Date;Root Cause WO Actual Start Date  (Spare part available at machine);Root Cause WO Actual Finish Date (Maint Done with Repair);Route Cause WO Work Done;Route Cause WO Work Details;Route Cause WO Status;Root Cause WO Real Finish Date YYYYMM;Route Cause WO SAF ENV PD QC IT;Route Cause WO External Number;Route Cause WO Comments;Kaizen Type;Kaizen WO NO;Kaizen WO Object Id;Kaizen WO Object Name;Kaizen WO Directive;Kaizen WO Maint Org;Kaizen WO Executed by;Kaizen WO Executed by Maint Org;Kaizen WO Reg Date;Kaizen WO Actual Start Date;Kaizen WO Actual Finish Date;Kaizen WO Real Finish Date YYYYMM;Kaizen WO Work Done;Kaizen WO Work Details;Kaizen WO Status;Kaizen WO SAF ENV PD QC IT;Kaizen WO External Number;Kaizen WO Comments;EWO WO Total Actual Cost;EWO WO Other Total Actual Cost;Root Cause WO Total Actual Cost;Root Cause WO Other Total Actual Cost;Kaizen WO Total Actual Cost;Kaizen WO Other Total Actual Cost;EWO WO Inventory Sparepart;Root Cause WO Inventory Sparepart;KAIZEN WO Inventory Sparepart;EWO WO Purchase Sparepart;Root Cause WO Purchase Sparepart;KAIZEN WO PurchaseSparepart;DTM (Hours between EWO WO Reg Date and Root Cause Real Finish);WTM  (Hours between EWO WO Reg Date and Real Start);TTR (Hours between EWO WO Real Start and Route Cause WO Real Finish);TST (Hours between EWO WO Real Start and Real Finish);WTSP (Hours between EWO WO Real Finish and Route Cause WO Real Start);RT (Hours between Root Cause WO Real Start and Real Finish);DT (Hours between EWO WO Break Down and Restart);DTOP (Hours between EWO WO Break Down and EWO WO Reg Date +  Root Cause WO Real Finish and EWO WO Restart);WTOP  (Hours between EWO WO Break Down and OP Arrives);RTOP  (Hours between EWO OP Arrives and Reg Date);TSU (Hours between Root Cause WO Real Finish and Restart)
KOP;8546435;Tvättmaskin Aqua Clean, AV51;B;;;Siemens Simatic S7-300;3;;;;;;;0;;;;;;7781;AV51;E-MOB;;;40696680;Motorskydd utlöst;EL-A;2022-08-15  09,00,00;2022-08-15  09,10,00;2022-08-15  09,16,12;202208;KKC0649;2022-08-15  09,28,42;2022-08-15  10,00,00;2022-08-15  10,30,00;A328741;Felsökning;;WORKDONE;EL-A;;a1;;70;Root Cause Not Found;Root cause not found;Interruption in production due to equipment failure or breakdown;;40696872;8546435-C0051;Motorskyddsbrytare, 4-6.3 A, Modell, GV2-ME10, Tillv, SCHNEIDER ELECTRIC, Tillv.nr, GV2-ME10;;;8546435-U06;Elskåp;EL-A;A328741;EL-A;Motorskydd;2022-08-15  13,27,36;2022-08-15  10,00,00;2022-08-15  10,30,00;;Återställde motorskydd F3 samt justerade cylindergivarna på avrinningsventilerna.;WORKDONE;202208;;;;STD-KAIZEN;40696876;8546435-C0051;Motorskyddsbrytare, 4-6.3 A, Modell, GV2-ME10, Tillv, SCHNEIDER ELECTRIC, Tillv.nr, GV2-ME10;Rotorsaksanalys;UH-TEK-A;A228507;UH-TEK-A;2022-08-15  13,31,23;2022-12-01  13,29,08;2022-12-01  13,29,08;202212;;Upptäkte stor slitage på tätningarnapå båda avrinningsventiler T1 & T2, nya tätningar är beställt och har planerat jobb för att bytt till nya. Se AO, 40765567;WORKDONE;;;;870;;0;;0;;;;;;;;1,23;0,21;1,02;0,52;0;0,5;1,5;0,27;0,17;0,1;0
KOP;8530778;HESSAPP SVARV DVT350 LM30;AA;;;Siemens 840D PL;3;;;1;;;1;2;;;;58;Hessap;7731;LM30;MA-MJUK;LM30;;40696839;spån som fastnat i spåntransportören;MEK-A;2022-08-15  12,40,00;2022-08-15  12,40,00;2022-08-15  13,05,22;202208;A229608;2022-08-15  13,18,31;2022-08-15  13,20,00;2022-08-15  13,45,10;A257562;;Spån under transportbandet. Thomas, Joel och Peter;WORKDONE;MEK-A;;a1;;241;Human Error Operator (Overload);Human Error Operator;Human error operator;YES;40696912;8530778-C0011;Spåntransportör band, Tillv, Hessapp;58;Hessap;8530778-U13;Spåntransportör;MEK-A;A257562;MEK-A;Rensa transportören.;2022-08-15  14,04,12;2022-08-15  13,20,10;2022-08-15  13,45,00;;körde bandet baklänges. Thomas, Joel och Peter;WORKDONE;202208;;;;STD-KAIZEN;40696920;8530778;HESSAPP SVARV DVT350 LM30;HERCA;AM;A315794;AM;2022-08-15  14,10,32;2022-08-16  14,52,31;2022-08-16  14,52,47;202208;;Herca lämnad till prod 16/8;WORKDONE;PD;H2022-08-16T14_32_22;;1740;;0;;0;;;;;;;;0,66;0,22;0,44;0,02;0;0,41;1,09;0,42;0;0,42;0
KOP;8547390;Liebherr kuggslipmaskin LCS500 KS01;A;-;0;Siemens 840D SL;0;;;;;;;0;;;;78;Liebherr;7772;KS01;MA/PT-HÅRT;KS01;;40697148;Löser ut vid vridning till bearbetnings position;EL-A;2022-08-15  19,30,00;2022-08-15  19,31,00;2022-08-15  19,38,59;202208;KK03073;2022-08-15  19,53,08;2022-08-15  20,00,00;2022-08-15  20,37,08;A257549;;Får ingen signal på griparen (uppe) Rörde endast vid gripklon lite så fick den sigal. Kommer felet tillbaka får man justera ut givaren lite som sitter bakom gejden till griparen.;WORKDONE;EL-A;;a1;;170;Root Cause Not Found (Wear out);Root cause not found;Interruption in production due to equipment failure or breakdown;;40697274;8547390;Liebherr kuggslipmaskin LCS500 KS01;78;Liebherr;;;EL-A;A257549;EL-A;provade köra upp och ner;2022-08-15  22,57,44;2022-08-15  20,20,08;2022-08-15  20,35,00;;provade köra upp och ner med ringladdaren några gånger och fick signal varje gång.;WORKDONE;202208;;;;STD-KAIZEN;40697277;8547390;Liebherr kuggslipmaskin LCS500 KS01;fortsatt felsökning om felet återkommer;UH-TEK-A;KK01587;UH-TEK-A;2022-08-15  23,02,04;2022-09-15  13,07,18;2022-09-15  13,08,55;202209;;Upplagt på FU, kopplat till hydcyl hade lossnat.;WORKDONE;;;;0;;870;;0;;;;;;;;0,93;0,24;0,7;0,11;0,34;0,25;1,12;0,19;0,02;0,13;0,04
KOP;8515730;SCHMID GRUNDMASKIN SE 231 AV17;A;;;Siemens 840D PL;2;;1;1;1;;;3;;;;122;Schmid;7781;AV17;E-MOB;AV17;;40697218;Servostyrning utlöst;EL-A;2022-08-15  21,30,00;2022-08-15  21,30,00;2022-08-15  21,42,05;202208;A422888;2022-08-15  21,51,43;2022-08-16  08,30,00;2022-08-16  09,00,00;A416212;;"Larmade på Axel Y tolerans för säkert driftstopp överskriden. Gkorde en NCK och körde igång då larmade maskin på samma sak men på W. Som är axel för hämta och lämna verktyg. Provade hämta verktyg manuellt vilket funkade bra men när vi skulle göra det i auto så fick vi samma larm igen. Dom hade haft något larm på servo Y-axel tidigare idag med men det var inget som larmade nu.
Gick dit på morgonen och den hade löst ut på säkert driftstopp överskriden.
Gick in i service /mda/ matningsstopp och stängde växlarluckan.
Därefter körde vi manuellt på w axeln för att försöka få fram ett fel utan att egentligen se något.
Maskinen har därefter fått hela fm//Gun,Jonathan 20220816";WORKDONE;EL;;a1;;70;Root Cause Not Found;Root cause not found;Interruption in production due to equipment failure or breakdown;;40697794;8515730-S004;W-Verktygsväxlare;;;8515730-U11;Verktygsmagasin W & Q, 60 Wz;EL-A;A416212;EL;återstartat maskinen efter stop;2022-08-16  13,17,26;2022-08-16  08,30,00;2022-08-16  09,00,00;återstartat maskinen efter stop;;WORKDONE;202208;;;;STD-KAIZEN;40697801;8515730;SCHMID GRUNDMASKIN SE 231 AV17;rotorsaksanalys;UH-TEK-A;A228507;UH-TEK-A;2022-08-16  13,20,46;2022-12-07  13,06,59;2022-12-07  13,06,59;202212;;Maskin ska ut ska inte lägga med resurser;WORKDONE;;;;2610;;0;;0;;;;;;;;11,3;0,16;11,14;10,64;0;0,5;11,5;0,2;0;0,2;0
KOP;8545375;Emag VTC250, LM15;AA;;;Siemens 840D SL;2;2;;;1;1;;4;;;;33;Emag;7731;LM15;MA-MJUK;LM15;;40697304;Rikta svängarm inbana;MEK-A;2022-08-15  23,30,00;2022-08-15  23,30,00;2022-08-15  23,39,51;202208;A408673;2022-08-15  23,46,36;2022-08-16  00,01,00;2022-08-16  01,05,00;KK03047;felsökning;;WORKDONE;MEK-A;;a1;;241;Human Error Operator (Overload);Human Error Operator;Human error operator;YES;40697327;8545375-S059;Svängmodul;;;8545375-U14;Laddare in;MEK-A;KK03047;MEK-A;rikta svängarm;2022-08-16  01,11,41;2022-08-16  00,01,00;2022-08-16  01,00,00;;"riktat svängarm mot gripare i revolver kanal 1.

//thomsen";WORKDONE;202208;;;;QUICK-KAIZEN;40697330;8545375-S059;Svängmodul;herca;UH-TEK-A;A315794;AM;2022-08-16  01,18,53;2022-08-16  14,54,15;2022-08-16  14,54,33;202208;;Herca lämnad till prod 16/8 /Heidi;WORKDONE;PD;H2022-08-16T14_20_55;;870;;0;;0;;;;;;;;1,34;0,11;1,22;0,24;0;0,98;1,58;0,24;0;0,16;0,08
KOP;8547390;Liebherr kuggslipmaskin LCS500 KS01;A;-;0;Siemens 840D SL;0;;;;;;;0;;;;78;Liebherr;7772;KS01;MA/PT-HÅRT;KS01;;40697332;Sänkanordning får ej signal att den är uppe;EL-A;2022-08-16  01,25,00;2022-08-16  01,26,00;2022-08-16  01,31,48;202208;A035344;2022-08-16  01,45,00;2022-08-16  03,00,00;2022-08-16  04,35,00;KK03047;felsökning;"provat att justera givaren men gick bara några detaljer. bytt givare, provkörning pågår.

//thomsen";WORKDONE;MEK-A;;a1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40697390;8547390-C0180;BG30.2, Givare, Sänkanordning uppe;;;8547390-U08;Ringladdare C3-axel;EL-A;KK03047;MEK-A;byta givare;2022-08-16  04,53,54;2022-08-16  03,00,00;2022-08-16  04,30,00;;"bytt givare och provkört.

//thomsen

Justerade BG30.3. Kommer problemet tillbaka får mek kolla på kolvstången om den gängat ur sig /Jonathan, Gun";WORKDONE;202208;;;;STD-KAIZEN;40697392;8547390-C0180;BG30.2, Givare, Sänkanordning uppe;givare;UH-TEK-A;A079291;UH-ING-A;2022-08-16  05,00,14;2022-08-31  10,01,50;2022-08-31  10,01,50;202208;;Skapat FU på givare BG30.2, bytes en gång om året då vi inte vet invtervall än.;WORKDONE;;;;2116,25;;0;;0;;Yes;;;;;;2,97;0,22;2,75;1,25;0;1,5;3,17;0,19;0,02;0,1;0,08
KOP;8546713;Karl Klink driftmaskin, LM11;AA;;;Siemens 840D SL;3;;1;;;;;1;;;;70;Karl-Klink;7731;LM11;MA-MJUK;LM11;;40697618;Dunka till i maskin;MEK-A;2022-08-16  09,30,00;2022-08-16  09,40,00;2022-08-16  09,44,04;202208;A298998;2022-08-16  09,57,21;2022-08-16  10,06,35;2022-08-17  07,30,00;KKC0017;Felsökning;;WORKDONE;MEK;;;;70;Root Cause Not Found;Root cause not found;Interruption in production due to equipment failure or breakdown;;40697734;8546713-C0058;Glidplatta 01, HÖGER Y1-AXEL, Modell, 154264, Tillv, KKN, Tillv.nr, 154264;;;8546713-U05;Skjutbord detaljfixtur Y1;MEK-A;KKC0017;MEK;Rikta anslag;2022-08-16  12,18,24;2022-08-16  10,06,35;2022-08-17  07,05,11;;"Riktat fästet till anslag samt kontrollerat anslag. Joel.

Remmen till Y1-Axeln har kuggat över, konstaterades efter felsökning då axel gick till fel pos, påbörjat uppmätning och förskjutning av axel, finns en jätte bra instruktion på detta vid maskinen.

Ställt in axeln ändrade från 6636.7104 I 34090 på axel Y1, kvarstår att provköra och se så att allt lirar som det ska // Daniel
Ingen op fören imorgon 2022-08-17  kl07,00

Har satt användartillåtelsen och OP provkör nu kl15,00,00//Gun,Jonathan 20220817
man var tvungen att bryta upp gantry på zl och zr mskdata 37140 0-1(1=uppbrutet) annars spärrades möjligheten att bocka i anv tillåtelsen för Y1//Gun,Jonathan 20220817";WORKDONE;202208;;;;STD-KAIZEN;40697752;8546713-C0058;Glidplatta 01, HÖGER Y1-AXEL, Modell, 154264, Tillv, KKN, Tillv.nr, 154264;Rotorsaksanalys;UH-TEK-A;A275085;UH-TEK-A;2022-08-16  12,40,25;2022-11-08  17,03,52;2022-11-08  17,03,52;202211;;VI har gått igenom denna flera varv, men inte kommit fram till vad de kan ha varit som gjorde att detta hände. /Heidi 221108;WORKDONE;;;;9135;;0;;0;;;;;;;;21,35;0,22;21,13;0,15;0;20,98;22;0,64;0,17;0,07;0,41
KOP;87143;PITTLER FRONTSVARV PETRA SL 2-2 LM27;AA;;;Siemens Sinumerik 840C;0;;1;1;;;2;4;;;;101;Pittler;7731;LM27;MA-MJUK;LM27;;40697927;larm kylmedel motorskydd;EL-A;2022-08-16  15,07,49;2022-08-16  15,07,49;2022-08-16  15,07,49;202208;A240204;2022-08-16  15,19,31;2022-08-16  16,59,00;2022-08-16  17,20,00;A257549;;"Motorskydd E51-Q2 utlöst återställde motoskyddet men kunde inte få bort larmet. Gjorde en NCK men larmet var kvar provade och starta om på huvudbrytaren men larmet var fortfarande kvar. Slog till och ifrån motorskyddet några gångere och kontakten 21/22 släppte och drog som det skulle (mototskydd okej) så provade ta bort larmet igen och fick då bort larmet.
Körde igång men motorskyddet löste ut igen. Provade köra på kontktorn då jag inte fick bort larmet igen för att mäta ström men motorn drog bara 1,1A och motorskyddet var på 1,5A

För att få bort larmet gjorde jag en NCK och tryckte sedan restet och då fick jag bort det.

Provkörning pågår16,50";WORKDONE;EL-A;;;;170;Root Cause Not Found (Wear out);Root cause not found;Interruption in production due to equipment failure or breakdown;;40698047;87143-C0065;*NY* motorskydd E51-Q2;;;87143-U19;Skärvätska;EL-A;A257549;EL-A;Återställa motorskydd;2022-08-16  17,59,09;2022-08-16  16,59,00;2022-08-16  17,15,00;;Återställde motorskyddet vet inte vad det var som strulade kanske var något skit i pumpen som lossnade när jag körde på kontaktorn.;WORKDONE;202208;;;;QUICK-KAIZEN;40698052;87143-C0065;*NY* motorskydd E51-Q2;rotorsak ej funnen;UH-TEK-A;A275085;UH-TEK-A;2022-08-16  18,05,51;2022-11-30  15,53,57;2022-11-30  15,53,57;202211;;Svårt att utreda vidare. Avslutas. /Heidi;WORKDONE;;;;0;;870;;0;;;;;;;;2,12;0,2;1,92;1,66;0;0,27;2,2;0,08;0;0;0,08
KOP;88988;WEISSER KUGGHJULSSVARV LM28;AA;;;Siemens 840D PL;3;1;1;2;1;1;2;8;;;;181;J.G.Weisser;7731;LM28;MA-MJUK;LM28;;40698342;Vändstationen;EL-A;2022-08-17  00,05,00;2022-08-17  00,08,00;2022-08-17  00,10,05;202208;A298998;2022-08-17  00,27,55;2022-08-17  01,00,00;2022-08-17  03,40,00;KK03047;felsökning;;WORKDONE;MEK-A;;a1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40698417;88989-C0144;Vändare nedre läge;;;88989-U04;Stopp & vänd/lyftstation;EL-A;KK03047;MEK-A;justera cylinder;2022-08-17  03,52,51;2022-08-17  01,00,00;2022-08-17  03,30,00;;"justerat höjden på vändstationen då den gick ner för långt och tog i palleten så den orkade inte gripa detalj.

//thomsen";WORKDONE;202208;;;;STD-KAIZEN;40698425;88989-C0144;Vändare nedre läge;vändstation;UH-TEK-A;A275085;UH-TEK-A;2022-08-17  04,03,22;2022-09-06  15,48,00;2022-10-19  09,49,22;202210;;;WORKDONE;;;;1305;;0;;0;;;;;;;;3,33;0,3;3,03;0,53;0;2,5;3,58;0,25;0,05;0,03;0,17
KOP;8542875;ABSOLENT A-mist20 AV16/AV82/AV83;C;;;;3;;;;;;;0;;;;4;Absolent;7772;AV16;MA/PT-HÅRT;AV16;;40698445;Utsug fungerar inte;EL-A;2022-08-17  04,00,00;2022-08-17  04,01,00;2022-08-17  04,26,26;202208;A035344;2022-08-17  05,10,05;2022-08-17  08,00,00;2022-08-17  08,30,00;A416212;felsökning;;WORKDONE;EL;;;;260;External Influence (Overload);External influence;External influence;YES;40698464;8542875-C0001;*NYABB frekvensriktare*;;;;;EL-A;KK03047;MEK-A;starta bsolent;2022-08-17  05,15,27;2022-08-17  08,00,00;2022-08-17  08,30,00;;"fått igång absolenten men vet inte hur den ska vara inställd. någon som vet får kika på det.

//thomsen
Har ställt in 40 Hz i automeny så den går på det nu.
Emil var sjuk så vi pratade med Staflin så han vet om vad vi gjort.//Gun,Jonathan 20220817";WORKDONE;202208;;;;STD-KAIZEN;40698798;8542875;ABSOLENT A-mist20 AV16/AV82/AV83;kontroll av parameter;VVS;A230114;VENT;2022-08-17  13,08,54;2022-08-29  08,17,44;2022-11-24  15,42,39;202211;;"tobbe och gun har satt lägsta hz till 40hz så det fungerar. får kolla varför inte pid regleringen fungerar.

//emil 29/08-2022

Försökte justera pid programmet och få igång det igen. men hur jag än gjorde så ville den inte börja reglera. jag tog isär displayen och mätte batteriet till 3,1V som va ett 3V batteri så det va som det skulle. Så jag gjorde en fabriksåterställning och gjorde en grundinställning på frekvensaren så att allt fungerade igen. efter det programmerade jag in start och stopp, pidprogrammet för regleringen. då fungerade det så tog jag en ny backup på frekvensaren innan jag testade att simullera ett strömavbrott genom att stänga av huvudströmbryttaren. sen återstartade jag efter 10min och allt fungerade.
//Emil 24/11-2022";WORKDONE;;;;1740;;0;;870;;;;;;;;4,06;0,73;3,33;2,83;0;0,5;4,5;0,44;0,02;0,42;0
KOP;8515730;SCHMID GRUNDMASKIN SE 231 AV17;A;;;Siemens 840D PL;2;;1;1;1;;;3;;;;122;Schmid;7781;AV17;E-MOB;AV17;;40698524;Servo fel i axel W;EL-A;2022-08-17  07,26,27;2022-08-17  07,26,27;2022-08-17  07,26,27;202208;A420733;2022-08-17  07,35,41;2022-08-17  08,30,00;2022-08-17  10,00,00;A328741;Felsökning;;WORKDONE;EL-A;;;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40698792;8515730-C0002;Reglerkort, Modell, 6SN1118-0DM23-0AA0, Tillv, Siemens;;;8515730-U23;Elskåp;EL-A;A328741;EL-A;Byte av reglerkort;2022-08-17  12,55,29;2022-08-17  08,30,00;2022-08-17  10,00,00;;Bytte reglerkort till w och c. OP provkörde och har kört sen dess. /Jonathan o Gun;WORKDONE;202208;;;;STD-KAIZEN;40698796;8515730-C0002;Reglerkort, Modell, 6SN1118-0DM23-0AA0, Tillv, Siemens;BDM;UH-TEK-A;A228507;UH-TEK-A;2022-08-17  13,00,31;2022-09-07  10,08,56;2022-09-07  10,08,56;202209;Byt vid behov;Ingen motåtgärd;WORKDONE;;;;30600;;0;;0;;Yes;;;;;;2,56;0,15;2,41;0,91;0;1,5;2,56;0;0;0;0
KOP;8547390;Liebherr kuggslipmaskin LCS500 KS01;A;-;0;Siemens 840D SL;0;;;;;;;0;;;;78;Liebherr;7772;KS01;MA/PT-HÅRT;KS01;;40698745;Går ej  att ladda biten,;MEK-A;2022-08-17  11,55,00;2022-08-17  12,00,00;2022-08-17  12,00,47;202208;A035344;2022-08-17  12,46,39;2022-08-17  12,50,00;2022-08-17  17,01,00;A376531;;;WORKDONE;MEK-A;;;;210;Failure to Maintain Basic Condition (Overload);Autonomous Maintenance;Lack of basic conditions;YES;40699156;8547390-S015;Gripararm;;;8547390-U08;Ringladdare C3-axel;MEK-A;KK02733;MEK-A;ändra laddläge;2022-08-17  20,36,10;2022-08-17  12,50,00;2022-08-17  17,00,00;;vi ändrade nollpunkten för laddläge några hundradelar;WORKDONE;202208;;;;STD-KAIZEN;40699166;8547390-S015;Gripararm;större spännhylsa;UH-TEK-A;KK01587;UH-TEK-A;2022-08-17  20,44,23;2022-09-07  15,53,03;2022-09-07  15,54,19;202209;;Förmodligen har det varit fel från början.;WORKDONE;;;;2610;;0;;0;;;;;;;;4,99;0,76;4,22;0,06;0;4,17;5,1;0,12;0,08;0,01;0,02
KOP;8548129;EMAG, Vertikalsvarv VTC 250 DUO ED, EM10;A;A;0;Siemens 840D SL;0;;;;;;;0;;;;33;Emag;7781;EM10;E-MOB;EM10;;40699483;Problem med inmätning av råämnen.;MEK-A;2022-08-18  08,30,00;2022-08-18  08,31,00;2022-08-18  08,33,17;202208;A332678;2022-08-18  09,08,37;2022-08-18  09,15,00;2022-08-18  10,30,10;A376531;;Inmatningsarmen något sned, behöver riktas. Thomas och Joel;WORKDONE;MEK-A;;;;230;Failure to Restore or Eliminate Deterioration (Overload);Professional Maintenance;Failure to restore or eliminate wear;YES;40699585;8548129-C1370;Laddningsarm;;;8548129-U14;laddarm;MEK-A;A257562;MEK-A;Rikta inmatningarm.;2022-08-18  10,33,47;2022-08-18  09,15,10;2022-08-18  10,30,00;;Riktat inmatningsarmen och ändrat hämtaposition i maskinen. Thomas, Joel, Jonte och Gun.;WORKDONE;202208;;;;STD-KAIZEN;40699591;8548129;EMAG, Vertikalsvarv VTC 250 DUO ED, EM10;Riktas vid behov.;UH-TEK-A;A228507;UH-TEK-A;2022-08-18  10,39,08;2022-09-07  10,06,31;2022-09-07  10,06,31;202209;;Riktas vid behov.;WORKDONE;;;;2610;;0;;0;;;;;;;;1,95;0,59;1,36;0,11;0;1,25;2;0,05;0,02;0,04;0
KOP;8544766;EMAG VLC250DS, LM36;A;;;Siemens 840D SL;0;;;;;;;0;;;;33;Emag;7772;LM36;MA/PT-HÅRT;LM36;;40699508;Spännfinger;MEK-A;2022-08-18  09,00,00;2022-08-18  09,05,00;2022-08-18  09,11,43;202208;KK04826;2022-08-18  09,34,08;2022-08-18  09,45,08;2022-08-18  10,40,08;A376531;;;WORKDONE;MEK-A;;;;241;Human Error Operator (Overload);Human Error Operator;Human error operator;YES;40699590;8544766-C0961;CHUCK 2X3FLD 350 SO SWIVEL FINGER CHUCK TILLV;;;8544766-U03;C1-axel (motorspindel);MEK-A;A376531;MEK-A;Spännfinger;2022-08-18  10,37,48;2022-08-18  09,45,08;2022-08-18  10,32,08;;Spännfinger felmonterat, lite milt våld så släppte den. Joel.;WORKDONE;202208;;;;STD-KAIZEN;40699604;8544766-C0961;CHUCK 2X3FLD 350 SO SWIVEL FINGER CHUCK TILLV;Kontroll;UH-TEK-A;KK01587;UH-TEK-A;2022-08-18  10,53,33;2022-09-15  10,30,07;2022-09-15  10,31,28;202209;;Op fick utbildning på plats;WORKDONE;;;;435;;0;;0;;;;;;;;1,34;0,37;0,97;0,18;0;0,78;1,67;0,33;0,08;0,11;0,13
KOP;8546713;Karl Klink driftmaskin, LM11;AA;;;Siemens 840D SL;3;;1;;;;;1;;;;70;Karl-Klink;7731;LM11;MA-MJUK;LM11;;40699808;portal laddar fel i maskin;EL-A;2022-08-18  14,00,00;2022-08-18  14,05,00;2022-08-18  14,23,47;202208;A229608;2022-08-18  14,24,47;2022-08-18  15,00,00;2022-08-18  15,50,00;A257549;;Förskjutit Y1 1,7mm i +. /Nick;WORKDONE;EL-A;;;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40700032;8546713-C0058;Glidplatta 01, HÖGER Y1-AXEL, Modell, 154264, Tillv, KKN, Tillv.nr, 154264;;;8546713-U05;Skjutbord detaljfixtur Y1;EL-A;A314677;EL-A;Ändrat nollan Y1;2022-08-18  18,54,43;2022-08-18  15,00,00;2022-08-18  15,10,00;Ändrat nollan Y1;Ändrat nollan Y1 pga tidigare krock.;WORKDONE;202208;;;;STD-KAIZEN;40700035;8546713-C0058;Glidplatta 01, HÖGER Y1-AXEL, Modell, 154264, Tillv, KKN, Tillv.nr, 154264;Följdfel efter krasch;UH-TEK-A;A275085;UH-TEK-A;2022-08-18  18,59,57;2022-09-06  16,01,24;2022-09-06  16,01,24;202209;;Inge nåtgärd då detta hör ihop med tidigare krasch. /Heidi;WORKDONE;;;;1740;;0;;0;;;;;;;;0,77;0,02;0,75;0,59;0;0,17;1,83;1,07;0,08;0,31;0,67
KOP;8548129;EMAG, Vertikalsvarv VTC 250 DUO ED, EM10;A;A;0;Siemens 840D SL;0;;;;;;;0;;;;33;Emag;7781;EM10;E-MOB;EM10;;40699911;Får ej kvittering på att gripare är lossad i kanal 1;EL-A;2022-08-18  15,55,00;2022-08-18  15,58,00;2022-08-18  16,04,17;202208;KK06907;2022-08-18  16,18,30;2022-08-18  21,00,00;2022-08-19  11,00,00;A416212;Felsökning;"Lossade givaren i undre griparen och den verkar fungera. Fick den dock inte att gå över 13,8mm och medans den övre givaren visade 14,5mm som mest.
Ändrade 1 mm för ""position lossad"" så gick det bra att köra och givaren repeterar bra.

Felet återkom 21,00 så vi öppnade EWOn igen.
Påbörjat givarbyte men lämnar över till natten. /Nick, Emil";WORKDONE;EL;;;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40700015;8548129-C0176;sensor =642+S+M-B642_2, Modell, BAWM08EI-UAD15B-BP05, Tillv, BALLUFF, Tillv.nr, BAW000U;;;8548129-U05;W1-axel;EL-A;A314677;EL-A;Byte givare;2022-08-18  18,28,21;2022-08-18  21,00,00;2022-08-19  11,00,00;;bytt nedre givare och dragit igenom kabel därefter monterat ihop allt med skydd och provkört//Gun,Jonathan20220819;WORKDONE;202208;;;;STD-KAIZEN;40700021;8548129-C0176;sensor =642+S+M-B642_2, Modell, BAWM08EI-UAD15B-BP05, Tillv, BALLUFF, Tillv.nr, BAW000U;Får ej kvittering på att gripare är lossad i kanal 1;UH-TEK-A;A228507;UH-TEK-A;2022-08-18  18,37,31;2022-08-31  11,13,06;2022-08-31  11,13,06;202208;Ingen motåtgärd;Byt vid behov;WORKDONE;;;;5547,67;;0;;0;;Yes;;;;;;18,93;0,24;18,69;4,69;0;14;19,08;0,15;0,05;0,1;0
